cycle,state,motion,row,col,heading,compass,compass_ready,gps_x,gps_y,gps_ready,ir0,ir1,ir2,ir3,ground,bumper,l_pow,r_pow,pending_dir,pose_x,pose_y,pose_theta,pose_cov_xx,pose_cov_yy,pose_cov_tt,ir0_filt,ir1_filt,ir2_filt,ir3_filt,trav_in_drive,turn_streak,reloc_delta,event
825,ReturnToStart,Driving,0,3,North,94.00,true,0.000,0.000,false,0.40,1.90,3.30,0.60,-1,false,0.0608,0.0992,North,6.184,1.227,93.05,0.01061,0.01047,0.00003,0.50,1.90,3.20,0.70,1.120,0,0,frontier
826,ReturnToStart,Driving,0,3,North,99.00,true,0.000,0.000,false,0.40,1.80,3.20,0.50,-1,false,0.0668,0.0932,North,6.180,1.307,95.35,0.01061,0.01047,0.00003,0.40,1.90,3.20,0.60,1.200,0,0,frontier
827,ReturnToStart,Driving,0,3,North,98.00,true,0.000,0.000,false,0.50,2.00,3.10,0.40,-1,false,0.0656,0.0944,North,6.173,1.386,97.23,0.01061,0.01047,0.00003,0.40,1.90,3.20,0.60,1.279,0,0,frontier
828,ReturnToStart,Driving,0,3,North,100.00,true,0.000,0.000,false,0.70,1.70,2.90,0.50,-1,false,0.0680,0.0920,North,6.163,1.466,99.01,0.01061,0.01048,0.00003,0.40,1.80,3.20,0.50,1.358,0,0,frontier
829,ReturnToStart,Driving,0,3,North,102.00,true,0.000,0.000,false,0.70,1.70,2.80,0.30,-1,false,0.0704,0.0896,North,6.150,1.545,100.60,0.01061,0.01048,0.00003,0.50,1.80,3.10,0.50,1.437,0,0,frontier
830,ReturnToStart,Driving,0,3,North,104.00,true,0.000,0.000,false,0.80,1.50,2.70,0.60,-1,false,0.0728,0.0872,North,6.135,1.623,101.98,0.01061,0.01048,0.00003,0.70,1.70,2.90,0.50,1.516,0,0,frontier
831,ReturnToStart,Driving,0,3,North,104.00,true,0.000,0.000,false,0.90,1.60,2.60,0.60,-1,false,0.0748,0.0852,North,6.119,1.702,103.06,0.01061,0.01048,0.00003,0.70,1.70,2.80,0.50,1.595,0,0,frontier
832,ReturnToStart,Driving,0,3,North,103.00,true,0.000,0.000,false,0.80,1.40,2.50,0.30,-1,false,0.0736,0.0864,North,6.101,1.779,103.88,0.01062,0.01049,0.00003,0.80,1.60,2.70,0.50,1.673,0,0,frontier
833,ReturnToStart,Driving,0,3,North,106.00,true,0.000,0.000,false,0.30,1.30,2.20,0.40,-1,false,0.0832,0.0768,North,6.081,1.857,104.69,0.01062,0.01049,0.00003,0.80,1.50,2.60,0.40,1.752,0,0,frontier
834,ReturnToStart,Driving,0,3,North,105.00,true,0.000,0.000,false,0.60,1.30,2.10,0.60,-1,false,0.0980,0.0620,North,6.061,1.934,104.90,0.01062,0.01049,0.00003,0.80,1.40,2.50,0.60,1.830,0,0,frontier
835,ReturnToStart,Settling,0,3,North,108.00,true,0.000,0.000,false,0.40,1.10,2.00,0.50,-1,false,0.0000,0.0000,North,6.041,2.012,104.06,0.01062,0.01049,0.00003,0.60,1.30,2.20,0.50,-1.000,0,0,frontier
836,ReturnToStart,Settling,0,3,North,109.00,true,0.000,0.000,false,0.50,1.20,2.20,0.40,-1,false,0.0000,0.0000,North,6.031,2.051,103.71,0.01062,0.01049,0.00002,0.50,1.30,2.20,0.40,-1.000,0,0,frontier
837,ReturnToStart,Settling,0,3,North,104.00,true,0.000,0.000,false,0.40,0.80,2.10,0.60,-1,false,0.0000,0.0000,North,6.026,2.070,103.49,0.01062,0.01050,0.00002,0.40,1.20,2.10,0.50,-1.000,0,0,frontier
838,ReturnToStart,Settling,0,3,North,102.00,true,0.000,0.000,false,0.40,1.00,2.00,0.50,-1,false,0.0000,0.0000,North,6.024,2.080,103.34,0.01062,0.01050,0.00002,0.40,1.10,2.10,0.50,-1.000,0,0,frontier
839,ReturnToStart,Idle,1,3,North,103.00,true,0.000,0.000,false,0.30,1.10,1.90,0.40,-1,false,0.0000,0.0000,,6.023,2.000,103.28,0.01062,0.01050,0.00002,0.40,1.10,2.00,0.50,-1.000,0,0,frontier
840,ReturnToStart,Turning,1,3,North,98.00,true,0.000,0.000,false,0.40,0.90,1.90,0.40,-1,false,0.0000,0.0000,West,6.022,2.002,103.15,0.01062,0.01050,0.00002,0.00,0.00,0.00,0.00,-1.000,0,0,frontier
841,ReturnToStart,Turning,1,3,North,103.00,true,0.000,0.000,false,0.40,0.90,1.80,0.50,-1,false,-0.0600,0.0600,West,6.021,2.005,103.12,0.01062,0.01050,0.00002,0.40,0.90,1.80,0.50,-1.000,0,0,frontier
842,ReturnToStart,Turning,1,3,North,108.00,true,0.000,0.000,false,0.50,0.90,2.00,0.40,-1,false,-0.0600,0.0600,West,6.021,2.006,106.57,0.01062,0.01050,0.00002,0.50,0.90,2.00,0.50,-1.000,0,0,frontier
843,ReturnToStart,Turning,1,3,North,113.00,true,0.000,0.000,false,1.10,1.20,1.90,0.40,-1,false,-0.0600,0.0600,West,6.021,2.007,111.75,0.01062,0.01050,0.00002,0.50,0.90,1.90,0.40,-1.000,0,0,frontier
844,ReturnToStart,Turning,1,3,North,120.00,true,0.000,0.000,false,1.30,1.20,1.80,1.20,-1,false,-0.0600,0.0600,West,6.021,2.007,117.81,0.01062,0.01050,0.00003,1.10,1.20,1.90,0.50,-1.000,0,0,frontier
845,ReturnToStart,Turning,1,3,North,124.00,true,0.000,0.000,false,1.20,1.10,1.70,1.30,-1,false,-0.0600,0.0600,West,6.021,2.007,124.25,0.01062,0.01050,0.00003,1.10,1.10,1.80,0.50,-1.000,0,0,frontier
846,ReturnToStart,Turning,1,3,North,134.00,true,0.000,0.000,false,1.40,1.10,1.70,1.50,-1,false,-0.0600,0.0600,West,6.021,2.007,130.98,0.01062,0.01050,0.00003,1.20,1.10,1.80,1.20,-1.000,0,0,frontier
847,ReturnToStart,Turning,1,3,North,137.00,true,0.000,0.000,false,1.40,1.20,1.60,1.50,-1,false,-0.0600,0.0600,West,6.021,2.007,137.73,0.01062,0.01050,0.00003,1.30,1.20,1.70,1.30,-1.000,0,0,frontier
848,ReturnToStart,Turning,1,3,North,144.00,true,0.000,0.000,false,1.20,1.30,1.30,1.80,-1,false,-0.0600,0.0600,West,6.021,2.007,144.54,0.01062,0.01050,0.00004,1.30,1.20,1.70,1.50,-1.000,0,0,frontier
849,ReturnToStart,Turning,1,3,North,150.00,true,0.000,0.000,false,1.30,1.00,1.40,1.90,-1,false,-0.0600,0.0600,West,6.021,2.007,151.34,0.01062,0.01050,0.00004,1.30,1.10,1.60,1.50,-1.000,0,0,frontier
850,ReturnToStart,Turning,1,3,North,155.00,true,0.000,0.000,false,1.20,1.20,0.40,1.70,-1,false,-0.0600,0.0600,West,6.021,2.007,158.10,0.01062,0.01051,0.00004,1.30,1.20,1.40,1.70,-1.000,0,0,frontier
851,ReturnToStart,Turning,1,3,North,165.00,true,0.000,0.000,false,1.00,1.00,0.30,2.00,-1,false,-0.0600,0.0600,West,6.021,2.007,164.97,0.01062,0.01051,0.00004,1.20,1.20,1.30,1.80,-1.000,0,0,frontier
852,ReturnToStart,Turning,1,3,North,174.00,true,0.000,0.000,false,0.80,0.80,0.40,2.00,-1,false,-0.0600,0.0600,West,6.021,2.007,171.92,0.01062,0.01051,0.00004,1.20,1.00,0.40,1.90,-1.000,0,0,frontier
853,ReturnToStart,Turning,1,3,North,175.00,true,0.000,0.000,false,0.70,0.70,0.50,2.10,-1,false,-0.0600,0.0600,West,6.021,2.007,178.65,0.01062,0.01051,0.00005,1.00,1.00,0.40,2.00,-1.000,0,0,frontier
# turn started=840 ended=854 target=West tgt_compass=180.00 start=98.00 end=-176.00 err=-4.00 aborted=true used=14
854,ReturnToStart,Idle,1,3,North,-176.00,true,0.000,0.000,false,0.60,0.40,0.60,2.00,-1,false,0.0000,0.0000,,6.021,2.007,-174.53,0.01062,0.01051,0.00005,0.80,0.80,0.40,2.00,-1.000,0,0,frontier
855,ReturnToStart,Turning,1,3,North,-171.00,true,0.000,0.000,false,0.70,0.40,0.40,2.10,-1,false,0.0000,0.0000,West,6.021,2.007,-171.09,0.01062,0.01051,0.00005,0.00,0.00,0.00,0.00,-1.000,0,0,frontier
856,ReturnToStart,Turning,1,3,North,-170.00,true,0.000,0.000,false,0.70,0.30,0.40,2.00,-1,false,0.0600,-0.0600,West,6.021,2.007,-167.74,0.01062,0.01051,0.00004,0.70,0.30,0.40,2.00,-1.000,0,0,frontier
857,ReturnToStart,Turning,1,3,North,-169.00,true,0.000,0.000,false,0.90,0.50,0.40,2.10,-1,false,0.0600,-0.0600,West,6.021,2.007,-169.44,0.01063,0.01051,0.00004,0.90,0.50,0.40,2.10,-1.000,0,0,frontier
858,ReturnToStart,Turning,1,3,North,-179.00,true,0.000,0.000,false,0.60,0.40,0.50,2.20,-1,false,0.0600,-0.0600,West,6.021,2.007,-173.93,0.01063,0.01051,0.00004,0.70,0.40,0.40,2.10,-1.000,1,0,frontier
859,ReturnToStart,Turning,1,3,North,179.00,true,0.000,0.000,false,0.80,0.90,0.40,2.10,-1,false,-0.0600,0.0600,West,6.021,2.007,-179.57,0.01063,0.01051,0.00004,0.80,0.50,0.40,2.10,-1.000,2,0,frontier
# turn started=855 ended=860 target=West tgt_compass=180.00 start=-171.00 end=179.00 err=1.00 aborted=false used=5
860,ReturnToStart,Driving,1,3,West,179.00,true,0.000,0.000,false,0.70,0.50,0.40,2.10,-1,false,0.0000,0.0000,West,6.021,2.007,-178.92,0.01063,0.01051,0.00004,0.70,0.50,0.40,2.10,0.000,0,0,frontier
861,ReturnToStart,Driving,1,3,West,-179.00,true,0.000,0.000,false,0.60,0.70,0.40,2.20,-1,false,0.0812,0.0788,West,6.021,2.007,-178.61,0.01063,0.01051,0.00004,0.70,0.50,0.40,2.10,0.000,0,0,frontier
862,ReturnToStart,Driving,1,3,West,180.00,true,0.000,0.000,false,0.60,0.70,0.50,2.00,-1,false,0.0800,0.0800,West,5.981,2.006,-178.57,0.01063,0.01051,0.00004,0.60,0.70,0.40,2.10,0.040,0,0,frontier
863,ReturnToStart,Driving,1,3,West,-180.00,true,0.000,0.000,false,0.70,0.50,0.50,1.60,-1,false,0.0800,0.0800,West,5.921,2.005,-178.57,0.01063,0.01051,0.00004,0.70,0.70,0.40,2.10,0.100,0,0,frontier
864,ReturnToStart,Driving,1,3,West,178.00,true,0.000,0.000,false,0.60,0.80,0.40,1.60,-1,false,0.0776,0.0824,West,5.851,2.003,-178.66,0.01064,0.01051,0.00004,0.60,0.70,0.40,2.00,0.170,0,0,frontier
865,ReturnToStart,Driving,1,3,West,178.00,true,0.000,0.000,false,0.60,1.00,0.50,1.30,-1,false,0.0776,0.0824,West,5.776,2.001,-178.51,0.01064,0.01051,0.00004,0.60,0.70,0.50,1.60,0.245,0,0,frontier
866,ReturnToStart,Driving,1,3,West,179.00,true,0.000,0.000,false,0.70,0.70,0.50,1.30,-1,false,0.0788,0.0812,West,5.698,1.999,-178.38,0.01064,0.01051,0.00004,0.60,0.70,0.50,1.60,0.322,0,0,frontier
867,ReturnToStart,Driving,1,3,West,179.00,true,0.000,0.000,false,0.60,1.40,0.50,1.00,-1,false,0.0788,0.0812,West,5.620,1.997,-178.21,0.01064,0.01051,0.00004,0.60,0.80,0.50,1.30,0.401,0,0,frontier
868,ReturnToStart,Driving,1,3,West,-178.00,true,0.000,0.000,false,0.50,1.50,0.40,1.10,-1,false,0.0824,0.0776,West,5.540,1.995,-178.05,0.01064,0.01051,0.00004,0.60,1.00,0.50,1.30,0.481,0,0,frontier
869,ReturnToStart,Driving,1,3,West,-178.00,true,0.000,0.000,false,0.70,1.80,0.30,1.00,-1,false,0.0824,0.0776,West,5.461,1.992,-178.11,0.01065,0.01051,0.00004,0.60,1.40,0.50,1.10,0.560,0,0,frontier
870,ReturnToStart,Driving,1,3,West,180.00,true,0.000,0.000,false,0.70,1.70,1.80,1.10,-1,false,0.0800,0.0800,West,5.381,1.989,-178.33,0.01065,0.01051,0.00004,0.70,1.50,0.50,1.10,0.640,0,0,frontier
871,ReturnToStart,Driving,1,3,West,-178.00,true,0.000,0.000,false,0.40,2.10,2.30,0.80,-1,false,0.0824,0.0776,West,5.301,1.987,-178.40,0.01065,0.01051,0.00004,0.60,1.70,0.50,1.00,0.720,0,0,frontier
872,ReturnToStart,Driving,1,3,West,-180.00,true,0.000,0.000,false,0.60,2.30,2.40,0.90,-1,false,0.0800,0.0800,West,5.221,1.985,-178.62,0.01065,0.01051,0.00003,0.60,1.80,1.80,1.00,0.800,0,0,frontier
873,ReturnToStart,Driving,1,3,West,178.00,true,0.000,0.000,false,0.50,2.30,2.60,0.80,-1,false,0.0736,0.0864,West,5.141,1.983,-178.80,0.01066,0.01051,0.00003,0.60,2.10,2.30,0.90,0.880,0,0,frontier
874,ReturnToStart,Driving,1,3,West,-179.00,true,0.000,0.000,false,0.50,2.30,2.50,0.70,-1,false,0.0792,0.0808,West,5.061,1.981,-178.49,0.01066,0.01051,0.00003,0.50,2.30,2.40,0.80,0.960,0,0,frontier
875,ReturnToStart,Driving,1,3,West,179.00,true,0.000,0.000,false,0.50,2.50,2.50,0.80,-1,false,0.0748,0.0852,West,4.981,1.979,-178.36,0.01066,0.01051,0.00003,0.50,2.30,2.50,0.80,1.040,0,0,frontier
876,ReturnToStart,Driving,1,3,West,-177.00,true,0.000,0.000,false,0.70,2.50,2.70,0.70,-1,false,0.0796,0.0804,West,4.901,1.977,-177.93,0.01066,0.01051,0.00003,0.50,2.30,2.50,0.80,1.120,0,0,frontier
877,ReturnToStart,Driving,1,3,West,-180.00,true,0.000,0.000,false,0.60,2.30,2.50,0.70,-1,false,0.0760,0.0840,West,4.821,1.974,-177.76,0.01067,0.01051,0.00003,0.50,2.30,2.50,0.70,1.200,0,0,frontier
878,ReturnToStart,Driving,1,3,West,-176.00,true,0.000,0.000,false,0.60,2.40,2.50,0.50,-1,false,0.0828,0.0772,West,4.741,1.971,-177.39,0.01067,0.01051,0.00003,0.60,2.40,2.50,0.70,1.280,0,0,frontier
879,ReturnToStart,Driving,1,3,West,-177.00,true,0.000,0.000,false,0.60,2.50,2.50,0.70,-1,false,0.0836,0.0764,West,4.661,1.967,-177.37,0.01067,0.01051,0.00003,0.60,2.50,2.50,0.70,1.360,0,0,frontier
880,ReturnToStart,Driving,1,3,West,-178.00,true,0.000,0.000,false,0.80,2.40,2.60,0.30,-1,false,0.0804,0.0796,West,4.581,1.963,-177.58,0.01067,0.01051,0.00003,0.60,2.40,2.50,0.70,1.440,0,0,frontier
881,ReturnToStart,Driving,1,3,West,-179.00,true,0.000,0.000,false,0.50,2.50,2.60,0.30,-1,false,0.0792,0.0808,West,4.502,1.960,-177.73,0.01068,0.01051,0.00003,0.60,2.40,2.50,0.50,1.520,0,0,frontier
882,ReturnToStart,Driving,1,3,West,-179.00,true,0.000,0.000,false,0.70,2.50,2.50,0.50,-1,false,0.0812,0.0788,West,4.422,1.957,-177.75,0.01068,0.01051,0.00003,0.60,2.50,2.50,0.50,1.600,0,0,frontier
883,ReturnToStart,Driving,1,3,West,-180.00,true,0.000,0.000,false,0.40,2.50,2.50,0.50,-1,false,0.0800,0.0800,West,4.342,1.954,-177.87,0.01068,0.01051,0.00003,0.60,2.50,2.50,0.50,1.680,0,0,frontier
884,ReturnToStart,Driving,1,3,West,-177.00,true,0.000,0.000,false,0.60,2.40,2.60,0.60,-1,false,0.0816,0.0784,West,4.262,1.951,-177.89,0.01068,0.01051,0.00003,0.60,2.50,2.60,0.50,1.760,0,0,frontier
885,ReturnToStart,Driving,1,3,West,-179.00,true,0.000,0.000,false,0.50,2.60,2.50,0.50,-1,false,0.0812,0.0788,West,4.182,1.948,-178.03,0.01069,0.01051,0.00003,0.50,2.50,2.50,0.50,1.840,0,0,frontier
886,ReturnToStart,Settling,1,3,West,-178.00,true,0.000,0.000,false,0.50,2.50,2.40,0.30,-1,false,0.0000,0.0000,West,4.102,1.945,-178.15,0.01069,0.01051,0.00003,0.50,2.50,2.50,0.50,-1.000,0,0,frontier
887,ReturnToStart,Settling,1,3,West,-180.00,true,0.000,0.000,false,0.60,2.60,2.50,0.40,-1,false,0.0000,0.0000,West,4.062,1.944,-178.25,0.01069,0.01051,0.00003,0.50,2.50,2.50,0.50,-1.000,0,0,frontier
888,ReturnToStart,Settling,1,3,West,-177.00,true,0.000,0.000,false,0.70,2.60,2.30,0.50,-1,false,0.0000,0.0000,West,4.042,1.943,-178.25,0.01069,0.01051,0.00003,0.60,2.60,2.50,0.50,-1.000,0,0,frontier
889,ReturnToStart,Settling,1,3,West,-175.00,true,0.000,0.000,false,0.50,2.40,2.60,0.30,-1,false,0.0000,0.0000,West,4.032,1.943,-178.20,0.01069,0.01051,0.00002,0.50,2.60,2.50,0.40,-1.000,0,0,frontier
890,ReturnToStart,Idle,1,2,West,179.00,true,0.000,0.000,false,0.60,2.80,2.40,0.40,-1,false,0.0000,0.0000,,4.000,1.943,-178.26,0.01069,0.01051,0.00002,0.60,2.60,2.40,0.40,-1.000,0,0,frontier
891,ReturnToStart,Turning,1,2,West,-176.00,true,0.000,0.000,false,0.40,2.70,2.30,0.40,-1,false,0.0000,0.0000,West,3.998,1.943,-178.22,0.01069,0.01051,0.00002,0.00,0.00,0.00,0.00,-1.000,0,0,frontier
892,ReturnToStart,Turning,1,2,West,-176.00,true,0.000,0.000,false,0.50,2.40,2.50,0.30,-1,false,0.0600,-0.0600,West,3.995,1.942,-178.23,0.01069,0.01051,0.00002,0.50,2.40,2.50,0.30,-1.000,0,0,frontier
893,ReturnToStart,Turning,1,2,West,172.00,true,0.000,0.000,false,0.80,2.50,2.40,0.40,-1,false,-0.0600,0.0600,West,3.994,1.942,178.21,0.01070,0.01051,0.00002,0.80,2.50,2.50,0.40,-1.000,0,0,frontier
894,ReturnToStart,Turning,1,2,West,176.00,true,0.000,0.000,false,0.60,2.30,2.30,0.30,-1,false,-0.0600,0.0600,West,3.993,1.942,179.85,0.01070,0.01051,0.00002,0.60,2.40,2.40,0.30,-1.000,0,0,frontier
895,ReturnToStart,Turning,1,2,West,-179.00,true,0.000,0.000,false,0.60,2.30,2.50,0.40,-1,false,0.0600,-0.0600,West,3.993,1.942,-175.92,0.01070,0.01051,0.00003,0.60,2.40,2.50,0.40,-1.000,1,0,frontier
896,ReturnToStart,Turning,1,2,West,-180.00,true,0.000,0.000,false,0.80,2.60,2.40,0.40,-1,false,0.0600,-0.0600,West,3.993,1.942,-177.27,0.01070,0.01051,0.00002,0.60,2.40,2.40,0.40,-1.000,2,0,frontier
# turn started=891 ended=897 target=West tgt_compass=180.00 start=-176.00 end=-178.00 err=-2.00 aborted=false used=6
897,ReturnToStart,Driving,1,2,West,-178.00,true,0.000,0.000,false,0.50,2.40,2.50,0.50,-1,false,0.0000,0.0000,West,3.993,1.942,178.72,0.01070,0.01051,0.00003,0.60,2.40,2.40,0.40,0.000,0,0,frontier
898,ReturnToStart,Driving,1,2,West,177.00,true,0.000,0.000,false,0.40,2.60,2.50,0.50,-1,false,0.0744,0.0856,West,3.993,1.942,176.68,0.01070,0.01051,0.00003,0.60,2.40,2.50,0.40,0.000,0,0,frontier
899,ReturnToStart,Driving,1,2,West,171.00,true,0.000,0.000,false,0.70,2.30,2.70,0.40,-1,false,0.0672,0.0928,West,3.953,1.945,175.88,0.01070,0.01051,0.00003,0.60,2.40,2.50,0.40,0.040,0,0,frontier
900,ReturnToStart,Driving,1,2,West,174.00,true,0.000,0.000,false,0.50,2.50,2.30,0.40,-1,false,0.0728,0.0872,West,3.893,1.949,176.22,0.01070,0.01051,0.00002,0.50,2.50,2.50,0.40,0.100,0,0,frontier
901,ReturnToStart,Driving,1,2,West,172.00,true,0.000,0.000,false,0.70,2.40,2.50,0.50,-1,false,0.0684,0.0916,West,3.823,1.954,176.73,0.01071,0.01051,0.00002,0.50,2.40,2.50,0.50,0.170,0,0,frontier
902,ReturnToStart,Driving,1,2,West,177.00,true,0.000,0.000,false,0.80,2.40,2.50,0.50,-1,false,0.0744,0.0856,West,3.748,1.958,177.68,0.01071,0.01051,0.00002,0.70,2.40,2.50,0.50,0.245,0,0,frontier
903,ReturnToStart,Driving,1,2,West,-179.00,true,0.000,0.000,false,0.50,2.40,2.70,0.40,-1,false,0.0792,0.0808,West,3.671,1.961,178.53,0.01071,0.01051,0.00002,0.70,2.40,2.50,0.40,0.323,0,0,frontier
904,ReturnToStart,Driving,1,2,West,177.00,true,0.000,0.000,false,0.60,2.40,2.70,0.30,-1,false,0.0744,0.0856,West,3.592,1.963,178.94,0.01071,0.01051,0.00002,0.60,2.40,2.50,0.40,0.401,0,0,frontier
905,ReturnToStart,Driving,1,2,West,177.00,true,0.000,0.000,false,0.80,2.30,2.50,0.40,-1,false,0.0744,0.0856,West,3.512,1.965,179.49,0.01072,0.01051,0.00002,0.70,2.40,2.50,0.40,0.481,0,0,frontier
906,ReturnToStart,Driving,1,2,West,-179.00,true,0.000,0.000,false,0.50,2.30,2.70,0.40,-1,false,0.0752,0.0848,West,3.433,1.965,-179.90,0.01072,0.01051,0.00002,0.60,2.40,2.70,0.40,0.560,0,0,frontier
907,ReturnToStart,Driving,1,2,West,-179.00,true,0.000,0.000,false,0.60,2.40,2.50,0.30,-1,false,0.0752,0.0848,West,3.353,1.965,-179.33,0.01072,0.01051,0.00002,0.60,2.40,2.70,0.40,0.640,0,0,frontier
908,ReturnToStart,Driving,1,2,West,-180.00,true,0.000,0.000,false,0.50,2.50,2.70,0.50,-1,false,0.0740,0.0860,West,3.273,1.964,-178.79,0.01072,0.01051,0.00002,0.60,2.40,2.70,0.40,0.720,0,0,frontier
909,ReturnToStart,Driving,1,2,West,-179.00,true,0.000,0.000,false,0.60,2.40,2.60,0.40,-1,false,0.0772,0.0828,West,3.193,1.962,-178.18,0.01073,0.01051,0.00002,0.60,2.40,2.60,0.40,0.800,0,0,frontier
910,ReturnToStart,Driving,1,2,West,179.00,true,0.000,0.000,false,0.60,2.50,2.90,0.60,-1,false,0.0728,0.0872,West,3.113,1.960,-177.77,0.01073,0.01051,0.00002,0.60,2.40,2.70,0.40,0.880,0,0,frontier
911,ReturnToStart,Driving,1,2,West,-174.00,true,0.000,0.000,false,0.60,2.60,2.50,0.70,-1,false,0.0852,0.0748,West,3.033,1.957,-177.06,0.01073,0.01051,0.00002,0.60,2.50,2.60,0.50,0.959,0,0,frontier
912,ReturnToStart,Driving,1,2,West,-178.00,true,0.000,0.000,false,0.50,2.40,2.60,0.60,-1,false,0.0804,0.0796,West,2.953,1.953,-177.06,0.01073,0.01051,0.00002,0.60,2.50,2.60,0.60,1.039,0,0,frontier
913,ReturnToStart,Driving,1,2,West,-178.00,true,0.000,0.000,false,0.60,2.40,2.60,0.70,-1,false,0.0784,0.0816,West,2.873,1.949,-177.06,0.01073,0.01051,0.00002,0.60,2.40,2.60,0.60,1.119,0,0,frontier
914,ReturnToStart,Driving,1,2,West,-175.00,true,0.000,0.000,false,0.90,2.40,2.50,0.70,-1,false,0.0820,0.0780,West,2.794,1.945,-176.94,0.01074,0.01051,0.00002,0.60,2.40,2.60,0.70,1.199,0,0,frontier
915,ReturnToStart,Driving,1,2,West,-177.00,true,0.000,0.000,false,0.60,2.40,2.50,0.60,-1,false,0.0816,0.0784,West,2.714,1.940,-177.01,0.01074,0.01051,0.00002,0.60,2.40,2.50,0.70,1.279,0,0,frontier
916,ReturnToStart,Driving,1,2,West,-176.00,true,0.000,0.000,false,0.70,2.50,2.40,0.60,-1,false,0.0828,0.0772,West,2.634,1.936,-177.12,0.01074,0.01051,0.00002,0.60,2.40,2.50,0.60,1.359,0,0,frontier
917,ReturnToStart,Driving,1,2,West,178.00,true,0.000,0.000,false,0.50,2.50,2.50,0.60,-1,false,0.0756,0.0844,West,2.554,1.932,-177.42,0.01074,0.01051,0.00002,0.60,2.40,2.50,0.60,1.439,0,0,frontier
918,ReturnToStart,Driving,1,2,West,180.00,true,0.000,0.000,false,0.30,2.40,2.50,0.60,-1,false,0.0780,0.0820,West,2.474,1.928,-177.33,0.01075,0.01051,0.00002,0.60,2.40,2.50,0.60,1.519,0,0,frontier
919,ReturnToStart,Driving,1,2,West,-176.00,true,0.000,0.000,false,0.60,2.30,2.50,0.40,-1,false,0.0828,0.0772,West,2.394,1.925,-177.13,0.01075,0.01051,0.00002,0.60,2.40,2.50,0.60,1.599,0,0,frontier
920,ReturnToStart,Driving,1,2,West,-179.00,true,0.000,0.000,false,0.60,2.40,2.40,0.60,-1,false,0.0792,0.0808,West,2.314,1.921,-177.22,0.01075,0.01051,0.00002,0.60,2.40,2.50,0.60,1.679,0,0,frontier
921,ReturnToStart,Driving,1,2,West,180.00,true,0.000,0.000,false,0.60,2.50,2.40,0.50,-1,false,0.0780,0.0820,West,2.234,1.917,-177.26,0.01075,0.01051,0.00002,0.60,2.40,2.50,0.60,1.759,0,0,frontier
922,ReturnToStart,Driving,1,2,West,177.00,true,0.000,0.000,false,0.70,2.60,2.50,0.50,-1,false,0.0744,0.0856,West,2.154,1.913,-177.23,0.01076,0.01051,0.00002,0.60,2.40,2.50,0.50,1.838,0,0,frontier
923,ReturnToStart,Settling,1,2,West,-178.00,true,0.000,0.000,false,0.70,2.60,2.30,0.70,-1,false,0.0000,0.0000,West,2.074,1.909,-176.87,0.01076,0.01051,0.00002,0.60,2.50,2.40,0.50,-1.000,0,0,frontier
924,ReturnToStart,Settling,1,2,West,-178.00,true,0.000,0.000,false,0.70,2.70,2.50,0.60,-1,false,0.0000,0.0000,West,2.034,1.907,-176.68,0.01076,0.01051,0.00002,0.70,2.60,2.40,0.60,-1.000,0,0,frontier
925,ReturnToStart,Settling,1,2,West,-178.00,true,0.000,0.000,false,0.80,2.60,2.30,0.50,-1,false,0.0000,0.0000,West,2.015,1.906,-176.58,0.01076,0.01051,0.00002,0.70,2.60,2.40,0.50,-1.000,0,0,frontier
926,ReturnToStart,Settling,1,2,West,-173.00,true,0.000,0.000,false,0.60,2.60,2.30,0.70,-1,false,0.0000,0.0000,West,2.005,1.905,-176.48,0.01076,0.01051,0.00002,0.70,2.60,2.30,0.60,-1.000,0,0,frontier
927,ReturnToStart,Idle,1,1,West,-176.00,true,0.000,0.000,false,0.60,2.50,2.30,0.60,-1,false,0.0000,0.0000,,2.000,1.905,-176.45,0.01076,0.01051,0.00002,0.70,2.60,2.30,0.60,-1.000,0,0,frontier
928,ReturnToStart,Turning,1,1,West,-176.00,true,0.000,0.000,false,0.60,2.60,2.60,0.70,-1,false,0.0000,0.0000,West,1.998,1.905,-176.44,0.01076,0.01051,0.00002,0.00,0.00,0.00,0.00,-1.000,0,0,frontier
929,ReturnToStart,Turning,1,1,West,-180.00,true,0.000,0.000,false,0.60,2.50,2.40,0.70,-1,false,0.0600,-0.0600,West,1.995,1.905,-176.48,0.01077,0.01051,0.00002,0.60,2.50,2.40,0.70,-1.000,1,0,frontier
930,ReturnToStart,Turning,1,1,West,176.00,true,0.000,0.000,false,0.60,2.60,2.30,0.60,-1,false,-0.0600,0.0600,West,1.994,1.905,-179.98,0.01077,0.01051,0.00002,0.60,2.60,2.40,0.70,-1.000,0,0,frontier
931,ReturnToStart,Turning,1,1,West,-175.00,true,0.000,0.000,false,0.70,2.60,2.40,0.70,-1,false,0.0600,-0.0600,West,1.993,1.905,-178.20,0.01077,0.01051,0.00002,0.60,2.60,2.40,0.70,-1.000,0,0,frontier
932,ReturnToStart,Turning,1,1,West,179.00,true,0.000,0.000,false,0.60,2.50,2.40,0.60,-1,false,-0.0600,0.0600,West,1.993,1.905,179.22,0.01077,0.01051,0.00002,0.60,2.60,2.40,0.70,-1.000,1,0,frontier
