cycle,state,motion,row,col,heading,compass,compass_ready,gps_x,gps_y,gps_ready,ir0,ir1,ir2,ir3,ground,bumper,l_pow,r_pow,pending_dir,pose_x,pose_y,pose_theta,pose_cov_xx,pose_cov_yy,pose_cov_tt,ir0_filt,ir1_filt,ir2_filt,ir3_filt,trav_in_drive,turn_streak,reloc_delta,event
1988,ReturnToStart,Turning,4,0,North,165.00,true,0.000,0.000,false,2.30,0.50,2.20,0.90,-1,false,-0.0600,0.0600,West,-0.009,8.007,165.65,0.01201,0.01096,0.00004,1.90,1.10,2.00,1.20,-1.000,0,0,frontier
1989,ReturnToStart,Turning,4,0,North,175.00,true,0.000,0.000,false,2.20,0.30,2.10,0.80,-1,false,-0.0600,0.0600,West,-0.009,8.007,172.62,0.01201,0.01096,0.00005,2.00,0.50,2.00,1.10,-1.000,0,0,frontier
# turn started=1975 ended=1990 target=West tgt_compass=180.00 start=90.00 end=177.00 err=3.00 aborted=true used=15
1990,ReturnToStart,Idle,4,0,North,177.00,true,0.000,0.000,false,2.40,0.30,2.30,0.50,-1,false,0.0000,0.0000,,-0.009,8.007,179.39,0.01201,0.01096,0.00005,2.20,0.40,2.10,0.90,-1.000,0,0,frontier
1991,ReturnToStart,Driving,4,0,West,-180.00,true,0.000,0.000,false,2.30,0.50,2.20,0.40,-1,false,0.0000,0.0000,West,-0.009,8.007,-177.28,0.01201,0.01096,0.00005,2.30,0.40,2.20,0.80,0.000,0,0,frontier
1992,ReturnToStart,Driving,4,0,West,-177.00,true,0.000,0.000,false,2.40,0.30,2.20,0.40,-1,false,0.0836,0.0764,West,-0.009,8.007,-173.96,0.01202,0.01096,0.00005,2.30,0.30,2.20,0.50,0.000,0,0,frontier
1993,ReturnToStart,Driving,4,0,West,-174.00,true,0.000,0.000,false,2.50,0.30,2.20,0.50,-1,false,0.0872,0.0728,West,-0.049,8.003,-172.50,0.01202,0.01096,0.00004,2.40,0.30,2.20,0.50,0.040,0,0,frontier
1994,ReturnToStart,Driving,4,0,West,-176.00,true,0.000,0.000,false,3.00,0.40,2.20,0.60,-1,false,0.0848,0.0752,West,-0.108,7.995,-172.30,0.01202,0.01096,0.00004,2.40,0.30,2.20,0.50,0.100,0,0,frontier
# wall-collision (4,0) West
1995,ReturnToStart,Backup,4,0,West,-171.00,true,0.000,0.000,false,3.60,0.60,2.20,0.40,-1,false,0.0000,0.0000,,-0.178,7.986,-172.35,0.01202,0.01096,0.00004,2.50,0.40,2.20,0.40,-1.000,0,0,frontier
1996,ReturnToStart,Backup,4,0,West,-175.00,true,0.000,0.000,false,4.60,0.30,2.20,0.60,-1,false,-0.0500,-0.0500,,-0.212,7.981,-172.49,0.01202,0.01096,0.00004,3.00,0.30,2.20,0.50,-1.000,0,0,frontier
1997,ReturnToStart,Backup,4,0,West,-173.00,true,0.000,0.000,false,4.20,0.40,2.30,0.60,-1,false,-0.0500,-0.0500,,-0.205,7.982,-172.53,0.01202,0.01096,0.00004,3.60,0.40,2.20,0.60,-1.000,0,0,frontier
1998,ReturnToStart,Backup,4,0,West,-175.00,true,0.000,0.000,false,3.60,0.50,2.20,0.50,-1,false,-0.0500,-0.0500,,-0.176,7.986,-172.62,0.01202,0.01096,0.00004,3.60,0.40,2.20,0.60,-1.000,0,0,frontier
1999,ReturnToStart,Backup,4,0,West,-174.00,true,0.000,0.000,false,3.20,0.40,2.10,0.40,-1,false,-0.0500,-0.0500,,-0.137,7.991,-172.67,0.01203,0.01096,0.00004,3.60,0.40,2.20,0.50,-1.000,0,0,frontier
2000,ReturnToStart,Backup,4,0,West,-175.00,true,0.000,0.000,false,2.70,0.50,2.20,0.60,-1,false,-0.0500,-0.0500,,-0.093,7.997,-172.74,0.01203,0.01096,0.00004,3.60,0.40,2.20,0.60,-1.000,0,0,frontier
2001,ReturnToStart,Backup,4,0,West,-176.00,true,0.000,0.000,false,2.60,0.50,2.30,0.50,-1,false,-0.0500,-0.0500,,-0.046,8.003,-172.84,0.01203,0.01096,0.00004,3.20,0.50,2.20,0.50,-1.000,0,0,frontier
2002,ReturnToStart,Idle,4,0,West,-177.00,true,0.000,0.000,false,2.10,0.50,2.30,0.40,-1,false,0.0000,0.0000,,0.002,8.009,-172.95,0.01203,0.01096,0.00003,2.70,0.50,2.20,0.50,-1.000,0,0,frontier
2003,ReturnToStart,Turning,4,0,West,-170.00,true,0.000,0.000,false,2.10,0.40,2.20,0.50,-1,false,0.0000,0.0000,North,0.027,8.012,-172.87,0.01203,0.01096,0.00003,0.00,0.00,0.00,0.00,-1.000,0,0,frontier
2004,ReturnToStart,Turning,4,0,West,-178.00,true,0.000,0.000,false,2.20,0.60,2.40,0.30,-1,false,0.0600,-0.0600,North,0.051,8.015,-173.01,0.01203,0.01096,0.00003,2.20,0.60,2.40,0.30,-1.000,0,0,frontier
2005,ReturnToStart,Turning,4,0,West,179.00,true,0.000,0.000,false,2.00,0.50,2.10,0.50,-1,false,0.0600,-0.0600,North,0.063,8.016,-176.57,0.01203,0.01096,0.00003,2.20,0.60,2.40,0.50,-1.000,0,0,frontier
2006,ReturnToStart,Turning,4,0,West,179.00,true,0.000,0.000,false,2.00,0.50,2.20,0.80,-1,false,0.0600,-0.0600,North,0.069,8.017,178.27,0.01203,0.01096,0.00003,2.00,0.50,2.20,0.50,-1.000,0,0,frontier
2007,ReturnToStart,Turning,4,0,West,171.00,true,0.000,0.000,false,1.90,0.30,2.10,0.80,-1,false,0.0600,-0.0600,North,0.072,8.017,172.22,0.01204,0.01096,0.00004,2.00,0.50,2.20,0.80,-1.000,0,0,frontier
2008,ReturnToStart,Turning,4,0,West,165.00,true,0.000,0.000,false,1.80,0.40,2.00,0.90,-1,false,0.0600,-0.0600,North,0.073,8.016,165.75,0.01204,0.01096,0.00004,2.00,0.50,2.10,0.80,-1.000,0,0,frontier
2009,ReturnToStart,Turning,4,0,West,156.00,true,0.000,0.000,false,1.80,0.40,2.20,1.20,-1,false,0.0600,-0.0600,North,0.074,8.016,158.99,0.01204,0.01096,0.00004,1.90,0.40,2.10,0.80,-1.000,0,0,frontier
2010,ReturnToStart,Turning,4,0,West,150.00,true,0.000,0.000,false,1.70,1.10,2.00,1.40,-1,false,0.0600,-0.0600,North,0.074,8.016,152.15,0.01204,0.01096,0.00004,1.80,0.40,2.10,0.90,-1.000,0,0,frontier
2011,ReturnToStart,Turning,4,0,West,141.00,true,0.000,0.000,false,1.50,1.20,1.80,1.20,-1,false,0.0600,-0.0600,North,0.075,8.016,145.17,0.01204,0.01096,0.00004,1.80,0.40,2.00,1.20,-1.000,0,0,frontier
2012,ReturnToStart,Turning,4,0,West,137.00,true,0.000,0.000,false,1.60,1.50,1.50,1.30,-1,false,0.0600,-0.0600,North,0.075,8.016,138.27,0.01204,0.01096,0.00004,1.70,1.10,2.00,1.20,-1.000,0,0,frontier
2013,ReturnToStart,Turning,4,0,West,130.00,true,0.000,0.000,false,1.90,1.60,1.60,1.40,-1,false,0.0600,-0.0600,North,0.075,8.016,131.36,0.01204,0.01096,0.00005,1.70,1.20,1.80,1.30,-1.000,0,0,frontier
2014,ReturnToStart,Turning,4,0,West,122.00,true,0.000,0.000,false,2.00,1.90,1.20,1.20,-1,false,0.0600,-0.0600,North,0.075,8.016,124.39,0.01204,0.01096,0.00005,1.70,1.50,1.60,1.30,-1.000,0,0,frontier
2015,ReturnToStart,Turning,4,0,West,113.00,true,0.000,0.000,false,2.20,1.90,0.50,1.30,-1,false,0.0600,-0.0600,North,0.075,8.016,117.34,0.01204,0.01096,0.00005,1.90,1.60,1.50,1.30,-1.000,0,0,frontier
2016,ReturnToStart,Turning,4,0,West,109.00,true,0.000,0.000,false,2.20,2.10,0.40,0.30,-1,false,0.0600,-0.0600,North,0.075,8.016,110.41,0.01204,0.01096,0.00005,2.00,1.90,1.20,1.30,-1.000,0,0,frontier
2017,ReturnToStart,Turning,4,0,West,101.00,true,0.000,0.000,false,2.20,1.90,0.30,0.40,-1,false,0.0600,-0.0600,North,0.075,8.016,103.42,0.01204,0.01097,0.00005,2.20,1.90,0.50,1.20,-1.000,0,0,frontier
2018,ReturnToStart,Turning,4,0,West,93.00,true,0.000,0.000,false,2.30,2.00,0.40,0.30,-1,false,0.0600,-0.0600,North,0.075,8.016,96.40,0.01204,0.01097,0.00005,2.20,1.90,0.40,0.40,-1.000,1,0,frontier
2019,ReturnToStart,Turning,4,0,West,88.00,true,0.000,0.000,false,2.30,2.00,0.60,0.40,-1,false,-0.0600,0.0600,North,0.075,8.016,89.46,0.01204,0.01097,0.00005,2.20,2.00,0.40,0.40,-1.000,2,0,frontier
# turn started=2003 ended=2020 target=North tgt_compass=90.00 start=-170.00 end=86.00 err=4.00 aborted=true used=17
2020,ReturnToStart,Idle,4,0,West,86.00,true,0.000,0.000,false,2.20,2.10,0.60,0.40,-1,false,0.0000,0.0000,,0.075,8.016,89.31,0.01204,0.01097,0.00005,2.20,2.00,0.40,0.40,-1.000,0,0,frontier
2021,ReturnToStart,Driving,4,0,North,91.00,true,0.000,0.000,false,2.10,2.00,0.80,0.50,-1,false,0.0000,0.0000,North,0.075,8.016,89.38,0.01204,0.01097,0.00005,2.20,2.00,0.60,0.40,0.000,0,0,frontier
2022,ReturnToStart,Driving,4,0,North,88.00,true,0.000,0.000,false,2.30,2.00,0.80,0.40,-1,false,0.0776,0.0824,North,0.075,8.016,89.33,0.01204,0.01097,0.00005,2.30,2.00,0.60,0.40,0.000,0,0,frontier
2023,ReturnToStart,Driving,4,0,North,89.00,true,0.000,0.000,false,2.50,2.20,0.60,0.50,-1,false,0.0788,0.0812,North,0.075,8.056,89.45,0.01204,0.01097,0.00005,2.30,2.00,0.60,0.40,0.040,0,0,frontier
2024,ReturnToStart,Driving,4,0,North,90.00,true,0.000,0.000,false,2.90,2.20,0.50,0.30,-1,false,0.0800,0.0800,North,0.076,8.116,89.60,0.01204,0.01097,0.00004,2.30,2.10,0.60,0.40,0.100,0,0,frontier
# wall-collision (4,0) North
2025,ReturnToStart,Backup,4,0,North,90.00,true,0.000,0.000,false,3.70,2.20,0.60,0.40,-1,false,0.0000,0.0000,,0.076,8.186,89.67,0.01204,0.01098,0.00004,2.50,2.20,0.60,0.40,-1.000,0,0,frontier
2026,ReturnToStart,Backup,4,0,North,92.00,true,0.000,0.000,false,4.30,1.90,0.30,0.30,-1,false,-0.0500,-0.0500,,0.077,8.221,89.78,0.01204,0.01098,0.00004,2.90,2.20,0.60,0.40,-1.000,0,0,frontier
2027,ReturnToStart,Backup,4,0,North,89.00,true,0.000,0.000,false,3.80,2.10,0.50,0.30,-1,false,-0.0500,-0.0500,,0.076,8.213,89.77,0.01204,0.01098,0.00004,3.70,2.20,0.50,0.30,-1.000,0,0,frontier
2028,ReturnToStart,Backup,4,0,North,90.00,true,0.000,0.000,false,3.70,1.90,0.60,0.40,-1,false,-0.0500,-0.0500,,0.076,8.185,89.79,0.01204,0.01098,0.00004,3.70,2.10,0.50,0.30,-1.000,0,0,frontier
2029,ReturnToStart,Backup,4,0,North,87.00,true,0.000,0.000,false,3.30,2.20,0.50,0.50,-1,false,-0.0500,-0.0500,,0.076,8.145,89.70,0.01204,0.01098,0.00004,3.70,2.10,0.50,0.40,-1.000,0,0,frontier
2030,ReturnToStart,Backup,4,0,North,89.00,true,0.000,0.000,false,2.90,2.10,0.50,0.40,-1,false,-0.0500,-0.0500,,0.076,8.101,89.68,0.01204,0.01098,0.00004,3.70,2.10,0.50,0.40,-1.000,0,0,frontier
2031,ReturnToStart,Backup,4,0,North,90.00,true,0.000,0.000,false,2.70,2.00,0.40,0.50,-1,false,-0.0500,-0.0500,,0.076,8.053,89.69,0.01204,0.01098,0.00004,3.30,2.10,0.50,0.40,-1.000,0,0,frontier
2032,ReturnToStart,Idle,4,0,North,87.00,true,0.000,0.000,false,2.30,2.10,0.70,0.50,-1,false,0.0000,0.0000,,0.075,8.005,89.62,0.01204,0.01099,0.00004,2.90,2.10,0.50,0.50,-1.000,0,0,frontier
2033,ReturnToStart,Turning,4,0,North,90.00,true,0.000,0.000,false,2.20,2.00,0.50,0.40,-1,false,0.0000,0.0000,East,0.075,7.980,89.63,0.01204,0.01099,0.00003,0.00,0.00,0.00,0.00,-1.000,0,0,frontier
2034,ReturnToStart,Turning,4,0,North,87.00,true,0.000,0.000,false,1.80,2.00,0.60,0.50,-1,false,0.0600,-0.0600,East,0.075,7.956,89.55,0.01204,0.01099,0.00003,1.80,2.00,0.60,0.50,-1.000,0,0,frontier
2035,ReturnToStart,Turning,4,0,North,84.00,true,0.000,0.000,false,2.00,1.90,0.70,0.50,-1,false,0.0600,-0.0600,East,0.075,7.944,86.06,0.01204,0.01099,0.00003,2.00,2.00,0.70,0.50,-1.000,0,0,frontier
2036,ReturnToStart,Turning,4,0,North,80.00,true,0.000,0.000,false,2.10,2.00,1.00,0.30,-1,false,0.0600,-0.0600,East,0.075,7.938,80.88,0.01204,0.01099,0.00003,2.00,2.00,0.70,0.50,-1.000,0,0,frontier
2037,ReturnToStart,Turning,4,0,North,73.00,true,0.000,0.000,false,1.80,1.90,1.10,0.50,-1,false,0.0600,-0.0600,East,0.074,7.935,74.80,0.01204,0.01099,0.00004,2.00,2.00,1.00,0.50,-1.000,0,0,frontier
2038,ReturnToStart,Turning,4,0,North,69.00,true,0.000,0.000,false,1.70,1.80,1.20,0.40,-1,false,0.0600,-0.0600,East,0.074,7.933,68.38,0.01204,0.01099,0.00004,1.80,1.90,1.00,0.50,-1.000,0,0,frontier
2039,ReturnToStart,Turning,4,0,North,58.00,true,0.000,0.000,false,1.90,1.80,1.50,1.20,-1,false,0.0600,-0.0600,East,0.073,7.933,61.60,0.01204,0.01099,0.00004,1.90,1.90,1.10,0.50,-1.000,0,0,frontier
2040,ReturnToStart,Turning,4,0,North,52.00,true,0.000,0.000,false,1.60,1.40,1.40,1.20,-1,false,0.0600,-0.0600,East,0.073,7.932,54.73,0.01204,0.01099,0.00004,1.80,1.80,1.20,0.50,-1.000,0,0,frontier
2041,ReturnToStart,Turning,4,0,North,48.00,true,0.000,0.000,false,1.70,1.60,1.40,1.60,-1,false,0.0600,-0.0600,East,0.073,7.932,47.91,0.01204,0.01099,0.00004,1.70,1.80,1.40,1.20,-1.000,0,0,frontier
2042,ReturnToStart,Turning,4,0,North,42.00,true,0.000,0.000,false,1.30,1.60,1.50,1.50,-1,false,0.0600,-0.0600,East,0.073,7.932,41.10,0.01204,0.01099,0.00004,1.70,1.60,1.40,1.20,-1.000,0,0,frontier
2043,ReturnToStart,Turning,4,0,North,36.00,true,0.000,0.000,false,1.00,1.60,1.20,1.70,-1,false,0.0600,-0.0600,East,0.073,7.932,34.30,0.01204,0.01099,0.00005,1.60,1.60,1.40,1.50,-1.000,0,0,frontier
2044,ReturnToStart,Turning,4,0,North,27.00,true,0.000,0.000,false,0.40,1.80,1.40,1.90,-1,false,0.0600,-0.0600,East,0.073,7.932,27.42,0.01204,0.01099,0.00005,1.30,1.60,1.40,1.60,-1.000,0,0,frontier
2045,ReturnToStart,Turning,4,0,North,19.00,true,0.000,0.000,false,0.40,1.70,0.60,1.90,-1,false,0.0600,-0.0600,East,0.073,7.932,20.48,0.01204,0.01100,0.00005,1.00,1.60,1.40,1.70,-1.000,0,0,frontier
2046,ReturnToStart,Turning,4,0,North,15.00,true,0.000,0.000,false,0.20,1.70,0.40,1.90,-1,false,0.0600,-0.0600,East,0.073,7.932,13.67,0.01205,0.01100,0.00005,0.40,1.70,1.20,1.90,-1.000,0,0,frontier
2047,ReturnToStart,Turning,4,0,North,8.00,true,0.000,0.000,false,0.50,1.90,0.20,2.00,-1,false,0.0600,-0.0600,East,0.073,7.932,6.84,0.01205,0.01100,0.00005,0.40,1.70,0.60,1.90,-1.000,0,0,frontier
# turn started=2033 ended=2048 target=East tgt_compass=0.00 start=90.00 end=-4.00 err=4.00 aborted=true used=15
2048,ReturnToStart,Idle,4,0,North,-4.00,true,0.000,0.000,false,0.50,1.90,0.40,1.90,-1,false,0.0000,0.0000,,0.073,7.932,-0.20,0.01205,0.01100,0.00005,0.40,1.80,0.40,1.90,-1.000,0,0,frontier
2049,ReturnToStart,Turning,4,0,North,-7.00,true,0.000,0.000,false,0.50,2.10,0.40,2.00,-1,false,0.0000,0.0000,East,0.073,7.932,-3.78,0.01205,0.01100,0.00005,0.00,0.00,0.00,0.00,-1.000,0,0,frontier
2050,ReturnToStart,Turning,4,0,North,-4.00,true,0.000,0.000,false,0.80,2.20,0.30,2.20,-1,false,-0.0600,0.0600,East,0.073,7.932,-7.09,0.01205,0.01100,0.00005,0.80,2.20,0.30,2.20,-1.000,0,0,frontier
2051,ReturnToStart,Turning,4,0,North,-2.00,true,0.000,0.000,false,0.70,2.10,0.20,1.90,-1,false,-0.0600,0.0600,East,0.073,7.932,-5.23,0.01205,0.01100,0.00005,0.80,2.20,0.30,2.20,-1.000,1,0,frontier
2052,ReturnToStart,Turning,4,0,North,3.00,true,0.000,0.000,false,0.50,1.90,0.60,2.00,-1,false,0.0600,-0.0600,East,0.073,7.932,-0.78,0.01205,0.01100,0.00005,0.70,2.10,0.30,2.00,-1.000,2,0,frontier
# turn started=2049 ended=2053 target=East tgt_compass=0.00 start=-7.00 end=-1.00 err=1.00 aborted=false used=4
2053,ReturnToStart,Driving,4,0,East,-1.00,true,0.000,0.000,false,0.50,2.10,0.50,2.00,-1,false,0.0000,0.0000,East,0.073,7.932,-2.03,0.01205,0.01100,0.00005,0.70,2.10,0.50,2.00,0.000,0,0,frontier
2054,ReturnToStart,Driving,4,0,East,3.00,true,0.000,0.000,false,0.50,2.00,0.40,2.00,-1,false,0.0836,0.0764,East,0.073,7.932,-2.47,0.01205,0.01100,0.00004,0.50,2.10,0.40,2.00,0.000,0,0,frontier
2055,ReturnToStart,Driving,4,0,East,2.00,true,0.000,0.000,false,0.60,2.00,0.40,1.80,-1,false,0.0824,0.0776,East,0.113,7.930,-2.82,0.01205,0.01100,0.00004,0.50,2.00,0.40,2.00,0.040,0,0,frontier
2056,ReturnToStart,Driving,4,0,East,2.00,true,0.000,0.000,false,0.60,1.90,0.50,1.70,-1,false,0.0824,0.0776,East,0.173,7.927,-3.22,0.01206,0.01100,0.00004,0.50,2.00,0.50,2.00,0.100,0,0,frontier
2057,ReturnToStart,Driving,4,0,East,0.00,true,0.000,0.000,false,0.70,2.00,0.50,1.60,-1,false,0.0800,0.0800,East,0.243,7.923,-3.44,0.01206,0.01100,0.00004,0.60,2.00,0.50,1.80,0.170,0,0,frontier
2058,ReturnToStart,Driving,4,0,East,-4.00,true,0.000,0.000,false,0.50,1.90,0.50,1.30,-1,false,0.0752,0.0848,East,0.318,7.919,-3.62,0.01206,0.01100,0.00004,0.60,2.00,0.50,1.70,0.245,0,0,frontier
2059,ReturnToStart,Driving,4,0,East,0.00,true,0.000,0.000,false,0.70,2.00,0.40,1.30,-1,false,0.0800,0.0800,East,0.395,7.914,-3.32,0.01206,0.01100,0.00004,0.60,2.00,0.50,1.60,0.322,0,0,frontier
2060,ReturnToStart,Driving,4,0,East,-2.00,true,0.000,0.000,false,0.70,1.80,0.50,1.00,-1,false,0.0776,0.0824,East,0.474,7.909,-3.19,0.01207,0.01100,0.00004,0.70,1.90,0.50,1.30,0.401,0,0,frontier
2061,ReturnToStart,Driving,4,0,East,-2.00,true,0.000,0.000,false,0.70,1.90,0.50,1.20,-1,false,0.0776,0.0824,East,0.553,7.905,-3.00,0.01207,0.01100,0.00004,0.70,1.90,0.50,1.30,0.481,0,0,frontier
2062,ReturnToStart,Driving,4,0,East,0.00,true,0.000,0.000,false,0.70,1.90,0.50,1.00,-1,false,0.0800,0.0800,East,0.632,7.901,-2.69,0.01207,0.01100,0.00004,0.70,1.90,0.50,1.20,0.560,0,0,frontier
2063,ReturnToStart,Driving,4,0,East,0.00,true,0.000,0.000,false,0.60,1.90,1.90,1.10,-1,false,0.0800,0.0800,East,0.712,7.897,-2.57,0.01207,0.01100,0.00004,0.70,1.90,0.50,1.10,0.640,0,0,frontier
2064,ReturnToStart,Driving,4,0,East,0.00,true,0.000,0.000,false,0.50,2.10,2.40,0.70,-1,false,0.0800,0.0800,East,0.792,7.893,-2.52,0.01208,0.01100,0.00004,0.70,1.90,0.50,1.00,0.720,0,0,frontier
2065,ReturnToStart,Driving,4,0,East,-2.00,true,0.000,0.000,false,0.40,1.90,3.10,0.70,-1,false,0.0776,0.0824,East,0.872,7.890,-2.47,0.01208,0.01100,0.00004,0.60,1.90,1.90,1.00,0.800,0,0,frontier
2066,ReturnToStart,Driving,4,0,East,2.00,true,0.000,0.000,false,0.70,1.90,3.30,0.90,-1,false,0.0724,0.0876,East,0.952,7.886,-2.20,0.01208,0.01100,0.00004,0.60,1.90,2.40,0.90,0.880,0,0,frontier
2067,ReturnToStart,Driving,4,0,East,3.00,true,0.000,0.000,false,0.60,2.20,3.40,0.60,-1,false,0.0596,0.1004,East,1.032,7.883,-1.55,0.01208,0.01100,0.00003,0.60,1.90,3.10,0.70,0.960,0,0,frontier
2068,ReturnToStart,Driving,4,0,East,0.00,true,0.000,0.000,false,0.60,2.00,3.60,0.70,-1,false,0.0560,0.1040,East,1.112,7.881,-0.12,0.01209,0.01100,0.00003,0.60,2.00,3.30,0.70,1.040,0,0,frontier
2069,ReturnToStart,Driving,4,0,East,5.00,true,0.000,0.000,false,0.60,1.80,3.50,0.70,-1,false,0.0620,0.0980,East,1.192,7.881,2.05,0.01209,0.01100,0.00003,0.60,1.90,3.40,0.70,1.120,0,0,frontier
2070,ReturnToStart,Driving,4,0,East,4.00,true,0.000,0.000,false,0.60,1.80,3.40,0.60,-1,false,0.0608,0.0992,East,1.272,7.884,4.12,0.01209,0.01100,0.00003,0.60,1.90,3.40,0.70,1.200,0,0,frontier
2071,ReturnToStart,Driving,4,0,East,7.00,true,0.000,0.000,false,0.30,1.70,3.20,0.70,-1,false,0.0644,0.0956,East,1.351,7.890,6.28,0.01209,0.01100,0.00003,0.60,1.80,3.40,0.70,1.279,0,0,frontier
2072,ReturnToStart,Driving,4,0,East,9.00,true,0.000,0.000,false,0.60,1.80,3.10,0.70,-1,false,0.0668,0.0932,East,1.431,7.898,8.26,0.01209,0.01100,0.00003,0.60,1.80,3.40,0.70,1.358,0,0,frontier
2073,ReturnToStart,Driving,4,0,East,10.00,true,0.000,0.000,false,0.40,1.50,2.90,0.50,-1,false,0.0680,0.0920,East,1.510,7.910,10.00,0.01210,0.01100,0.00003,0.60,1.80,3.20,0.70,1.437,0,0,frontier
2074,ReturnToStart,Driving,4,0,East,11.00,true,0.000,0.000,false,0.30,1.30,2.60,0.60,-1,false,0.0692,0.0908,East,1.589,7.924,11.54,0.01210,0.01100,0.00003,0.40,1.70,3.10,0.60,1.516,0,0,frontier
2075,ReturnToStart,Driving,4,0,East,18.00,true,0.000,0.000,false,0.40,1.40,2.50,0.60,-1,false,0.0826,0.0774,East,1.667,7.940,13.06,0.01210,0.01100,0.00003,0.40,1.50,2.90,0.60,1.594,0,0,frontier
2076,ReturnToStart,Driving,4,0,East,15.00,true,0.000,0.000,false,0.50,0.50,2.60,0.50,-1,false,0.0820,0.0780,East,1.745,7.958,13.64,0.01210,0.01100,0.00003,0.40,1.40,2.60,0.60,1.672,0,0,frontier
2077,ReturnToStart,Driving,4,0,East,17.00,true,0.000,0.000,false,0.20,0.30,2.40,0.40,-1,false,0.0844,0.0756,East,1.823,7.977,13.88,0.01211,0.01100,0.00003,0.40,1.30,2.60,0.50,1.751,0,0,frontier
2078,ReturnToStart,Driving,4,0,East,12.00,true,0.000,0.000,false,0.30,0.20,2.20,0.40,-1,false,0.0944,0.0656,East,1.901,7.996,13.67,0.01211,0.01100,0.00003,0.30,0.50,2.50,0.50,1.829,0,0,frontier
2079,ReturnToStart,Settling,4,0,East,13.00,true,0.000,0.000,false,0.30,0.40,2.30,0.20,-1,false,0.0000,0.0000,East,1.978,8.015,12.76,0.01211,0.01100,0.00003,0.30,0.40,2.40,0.40,-1.000,0,0,frontier
2080,ReturnToStart,Settling,4,0,East,12.00,true,0.000,0.000,false,0.40,0.10,2.10,0.40,-1,false,0.0000,0.0000,East,2.017,8.024,12.30,0.01211,0.01100,0.00003,0.30,0.30,2.30,0.40,-1.000,0,0,frontier
2081,ReturnToStart,Settling,4,0,East,11.00,true,0.000,0.000,false,0.50,0.40,2.20,0.40,-1,false,0.0000,0.0000,East,2.037,8.028,12.05,0.01211,0.01100,0.00003,0.30,0.30,2.20,0.40,-1.000,0,0,frontier
2082,ReturnToStart,Settling,4,0,East,12.00,true,0.000,0.000,false,0.30,0.40,2.10,0.30,-1,false,0.0000,0.0000,East,2.047,8.030,11.94,0.01211,0.01100,0.00003,0.30,0.40,2.20,0.40,-1.000,0,0,frontier
2083,ReturnToStart,Idle,4,1,East,14.00,true,0.000,0.000,false,0.30,0.50,2.20,0.60,-1,false,0.0000,0.0000,,2.000,8.031,11.92,0.01212,0.01100,0.00003,0.30,0.40,2.20,0.40,-1.000,0,0,frontier
2084,ReturnToStart,Turning,4,1,East,11.00,true,0.000,0.000,false,0.20,0.40,1.90,0.30,-1,false,0.0000,0.0000,North,2.002,8.032,11.88,0.01212,0.01100,0.00003,0.00,0.00,0.00,0.00,-1.000,0,0,frontier
2085,ReturnToStart,Turning,4,1,East,15.00,true,0.000,0.000,false,0.30,0.40,2.10,0.20,-1,false,-0.0600,0.0600,North,2.005,8.032,11.91,0.01212,0.01100,0.00003,0.30,0.40,2.10,0.20,-1.000,0,0,frontier
2086,ReturnToStart,Turning,4,1,East,14.00,true,0.000,0.000,false,0.70,0.30,2.00,0.30,-1,false,-0.0600,0.0600,North,2.006,8.032,15.31,0.01212,0.01100,0.00003,0.70,0.40,2.10,0.30,-1.000,0,0,frontier
2087,ReturnToStart,Turning,4,1,East,17.00,true,0.000,0.000,false,0.30,0.50,1.90,0.60,-1,false,-0.0600,0.0600,North,2.007,8.032,20.38,0.01212,0.01100,0.00003,0.30,0.40,2.00,0.30,-1.000,0,0,frontier
2088,ReturnToStart,Turning,4,1,East,26.00,true,0.000,0.000,false,1.20,1.00,1.90,1.10,-1,false,-0.0600,0.0600,North,2.007,8.033,26.39,0.01212,0.01100,0.00003,0.70,0.50,2.00,0.60,-1.000,0,0,frontier
2089,ReturnToStart,Turning,4,1,East,34.00,true,0.000,0.000,false,1.50,1.10,1.80,1.40,-1,false,-0.0600,0.0600,North,2.007,8.033,32.86,0.01212,0.01100,0.00003,0.70,0.50,1.90,0.60,-1.000,0,0,frontier
2090,ReturnToStart,Turning,4,1,East,42.00,true,0.000,0.000,false,1.30,1.00,1.70,1.60,-1,false,-0.0600,0.0600,North,2.007,8.033,39.59,0.01212,0.01100,0.00003,1.20,1.00,1.90,1.10,-1.000,0,0,frontier
